,FLAG,Avg min between sent tnx,Avg min between received tnx,Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,total Ether sent,total ether received, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq rec contract addr, ERC20 min val rec
36,0,0.0,0.0,1,1,0,1,1,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.003,3.75e-12,5e-15,0.0,1.0,1.0,1.0,0.0
37,0,1067.84,128.81,68,4375,0,1,4,0.443993,3.602495,1.055731,0.0,520.8121679999998,67.923395,4618.790832,4618.823828000001,1444.347483,4.431401966,0.0,2.0,8.0,8.0,0.0
38,0,1051.87,85496.6,3,4,0,2,3,0.0,3.5084739999999996,1.395953,0.006999999999999999,5.544,3.683667,11.050999999999998,5.583810700000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,2.12,0.92,9996,4,3,3,2,1.0,20.0,11.0,0.0,0.0,0.0,0.0,44.0,3106124509.0,100.0,0.0,1.0,25.0,31.0,0.0
40,0,17441.04,1245.91,9,3,0,2,4,1.0,49.995,18.996667000000002,0.0,20.0,6.226376,56.03738689,56.99,122017.8964,120100.0,0.0,1.0,6.0,9.0,0.0
41,0,45561.42,26284.49,13,8,0,7,5,0.0,45.4,21.925,0.0,99.0,20.327692000000006,264.26,175.4,21167.384,636100.0,0.0,4.0,6.0,6.0,1.0
42,0,379.78,56424.63,3,6,0,6,1,0.0,1.515068,0.888941,4.5,4.5,4.5,13.5,5.333648999999999,53070.895880000004,0.0,0.0,0.0,10.0,13.0,0.0
43,0,1478.05,51541.26,33,6,0,3,11,0.0,51.0,9.803306,0.0,20.0,2.307983,76.16345259,58.81983438,25000.0,27500.0,0.0,3.0,1.0,2.0,1e-06
44,0,164.22,0.0,2,1,0,1,2,101.0,101.0,101.0,1.335323,99.663651,50.499487,100.9989738,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,1790.44,450.56,6,6,0,5,2,0.2,10.0,2.615514,0.199528,9.999545,2.614933,15.68959511,15.69308421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0,803.95,112925.21,2,3,0,2,2,0.0,6.995,2.333333,6.955496000000001,6.956,6.955748,13.911496,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,18649.44,15420.31,11,4,0,3,6,0.195,4.0,1.67375,0.0,1.9,0.759219,8.351405032999999,6.695,148.76994919999999,0.0,0.0,0.0,4.0,4.0,0.0
48,0,65.85,32.24,2217,1807,0,1471,1205,0.0,799.99874,18.736369,0.0,1100.0,15.276167000000001,33867.26324,33856.6182,4195.406065,4193.352,0.0,1.0,3.0,3.0,1.0
49,0,181.7,56819.72,12,5,0,5,7,0.0,174.995,63.085,0.1,225.0,59.51666700000001,714.2,315.425,255.23133190000001,0.0,0.0,0.0,9.0,10.0,0.0
50,0,23359.72,27049.27,35,13,0,6,23,0.0,972.434,182.498725,0.0,500.0,85.766674,3001.833603,2372.483424,95357.7025,96084.93585,0.0,8.0,9.0,11.0,0.0
51,0,20827.93,0.0,8,1,0,1,2,10.0,10.0,10.0,1.6219379999999999,26.0,12.688991999999999,101.5119377,10.0,0.031819385,0.0,0.0,0.0,1.0,1.0,0.031819
52,0,4183.18,1470.01,181,140,0,57,103,0.0731,117.7,4.007761,0.0,240.0,3.2883129999999996,595.1846,561.0865,2447415.911,2345018.3419999997,0.0,34.0,51.0,65.0,0.0
53,0,1969.46,288.59,48,10,0,4,13,0.09,99.99,25.810391,0.0,100.0,6.7584789999999995,324.407,258.1039104,406.7725702,0.00015081600000000001,0.0,2.0,6.0,10.0,0.0
54,0,76.32,74.96,3424,6576,2,4848,1129,3.8e-05,12867.39971,21.959042,0.0,9000.0,43.26697,148146.1047,144402.6609,3129376351.0,18694925.79,0.0,137.0,135.0,87.0,0.0
55,0,26.01,82.8,6,6,0,5,1,0.77,1.3,1.047658,0.769559,1.299528,1.047197,6.283183805,6.28594603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,8174.66,3.43,3,3,0,1,1,0.001,0.34,0.147,0.01,0.379654,0.146551,0.439653612,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,628.48,672.28,5,2,0,2,4,0.740937,6.12616,3.4335489999999997,0.0,5.0,1.3723459999999998,6.86172829,6.86709731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0,0.0,0.0,1,1,0,1,1,0.8548709999999999,0.8548709999999999,0.8548709999999999,0.8538209999999999,0.8538209999999999,0.8538209999999999,0.85382138,0.85487138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,0.0,0.0,1,1,0,1,1,0.134989,0.134989,0.134989,0.134569,0.134569,0.134569,0.13456893,0.13498893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,22.94,14237.49,17,17,0,1,1,0.017319,0.125315,0.050856,0.0023190000000000003,0.121958,0.047445999999999995,0.80657981,0.86455069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0,7750.02,59605.36,7,8,0,2,5,0.545459,27.486459999999997,6.1445940000000006,0.0,5.693,1.0132860000000001,7.093,49.1567487,2640.39347,424.49097209999996,0.0,2.0,12.0,15.0,0.0
62,0,621.07,5012.75,14,17,4,9,10,0.5,379.0,39.759632,0.0,330.62347,48.273105,675.82347,675.9137486000002,0.002407524,0.0,0.0,0.0,2.0,2.0,0.0
63,0,13243.1,38530.77,9,8,0,5,6,0.0,1.169147,0.270796,0.0,1.716638,0.421015,3.7891381269999997,2.16637118,320.9921798,6.15e-08,0.0,1.0,5.0,5.0,0.0
64,0,5815.7,845.41,30,1024,0,1,30,0.20001,2.1578880000000003,0.24500999999999998,5.0508510000000015,13.321636999999999,6.696126,200.883777,250.89045640000003,3632.662868,0.0,0.0,0.0,11.0,15.0,0.0
65,0,1905.13,728.9,124,6,0,4,8,0.5,69.995,12.769696000000001,0.0,74.0,0.647486,80.28824888,76.61817535,1016.953872,0.0,0.0,0.0,6.0,8.0,0.0
66,0,24.63,3319.39,3,3,0,3,1,0.04,10.805,5.281667,0.038952999999999995,10.80458,5.281031,15.84309204,15.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0,59.56,24076.63,4,5,0,2,2,0.001,0.669937,0.173506,0.00074,0.668866,0.21566999999999997,0.86268094,0.86753194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0,0.0,0.0,1,1,0,1,1,12.0,12.0,12.0,11.999559,11.999559,11.999559,11.999559,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0,56814.86,62086.18,3,2,0,2,3,0.0,20.0,10.0,4.952493,19.953375,13.301956,39.90586873,20.0,3.615281187,0.0,0.0,0.0,2.0,2.0,1.5030139999999999
70,0,2.23,0.0,4,2,0,2,4,103.56187299999999,1897.438127,1000.5,0.001078,1501.447643,500.249528,2000.9981129999999,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0,52.48,287.13,24,28,0,13,1,1.761724,2.1609830000000003,2.036327,1.761261,6.328314,2.3751849999999997,57.00443406,57.01714267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0,1466.39,44699.56,6,7,0,5,2,0.0,23.601366,10.936062,0.0,49.999365000000004,15.753561,94.52136494,76.5524362,2000.0,2000.0,0.0,1.0,1.0,1.0,2000.0
73,0,25905.07,1129.25,6,5,0,1,2,0.099,27.517666,13.701916,0.002079,27.516406,11.41756,68.50535928,68.50958028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0,3834.85,2945.2,121,53,0,18,63,0.0,44.425356,7.878402,0.0,52.0,3.5717830000000004,432.1857424,417.55530960000004,635003.3331,603909.4009,0.0,14.0,32.0,35.0,0.0
75,0,3880.52,1645.59,21,12,0,5,12,0.99,8.995,4.114642,0.0,8.0,2.350007,49.35013842,49.37569865,2894.1967670000013,1889.0,0.0,2.0,5.0,5.0,0.0
76,0,21466.84,20051.27,23,9,0,5,11,0.0,20.095,6.755565,0.0,19.0,4.835781,111.22297150000001,60.80008333,440.5877629,1.5e-08,0.0,1.0,6.0,10.0,0.0
77,0,1904.23,4621.92,16,9,0,9,11,0.01,10.0,1.9476830000000005,0.0,7.0,1.118571,17.89714367,17.52914441,483.5530638999999,482.94869960000005,0.0,4.0,6.0,5.0,0.0
78,0,248.61,17068.13,1156,19,0,9,72,0.0,600.98832,72.622476,0.0,500.0,1.2060549999999999,1394.199349,1379.827042,22892.27349,21687.161630000002,0.0,8.0,19.0,14.0,0.0
79,0,10154.24,5026.86,87,25,0,10,41,0.0,40.136798,10.501527000000001,0.0,48.0,3.933071,342.1772031000001,262.5381628,132059.1029,98179.89697999999,0.0,15.0,24.0,30.0,0.0
80,0,674.61,221.0,16,4,0,2,10,0.01,250.5,63.3775,0.0,250.0,15.825,253.2,253.51,18468.63835,0.901333333,0.0,4.0,11.0,11.0,0.0
81,0,3517.86,7188.55,49,30,0,11,22,0.0,790.9994370000003,110.350012,0.0,1060.0,100.90074,4944.136269,3310.500353,3482165.455,3480165.208,0.0,5.0,25.0,26.0,0.0
82,0,20.41,0.0,5,1,0,1,4,101.0,101.0,101.0,0.2,69.15464200000001,20.199496,100.99748000000001,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0,0.0,8831.65,0,33,1,5,0,0.0,23.462797,1.402192,0.0,0.0,0.0,0.0,46.27232361,0.527787122,0.0,0.0,0.0,1.0,1.0,0.527787
84,0,244.78,169.09,61,8,0,3,4,0.009559,0.40583800000000003,0.12156900000000001,0.0,0.3,0.010066,0.614,0.97255313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,0.0,0.0,1,1,0,1,1,0.4494770000000001,0.4494770000000001,0.4494770000000001,0.44727700000000004,0.44727700000000004,0.44727700000000004,0.44727692,0.44947692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,0.0,0.0,1,1,0,1,1,0.86761,0.86761,0.86761,0.8669899999999999,0.8669899999999999,0.8669899999999999,0.8669901309999999,0.867610131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0,408.32,170321.78,3,2,0,2,2,0.0,0.46,0.23,0.040999999999999995,0.4,0.280059,0.8401762740000001,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0,5801.32,3041.25,85,40,0,10,24,0.060587,200.0,18.64848,0.0,100.0,8.995439,764.6123200000003,745.9391851,52442.27417,46941.50389,0.0,2.0,16.0,20.0,0.0
89,0,3.6,0.0,3,2,0,2,3,437.787303,1563.2126970000006,1000.5,8.511289999999999,1516.455268,666.999528,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0,0.0,0.0,1,1,0,1,1,1.0,1.0,1.0,0.9967469999999999,0.9967469999999999,0.9967469999999999,0.99674689,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0,13.67,40512.33,17,17,0,5,3,0.01,69.995,12.28744,0.009515000000000001,69.994563,12.28679,208.8754299,208.8864824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0,193.0,0.0,4,1,0,1,2,0.39,0.39,0.39,0.0,0.389496,0.099442,0.39776788,0.39,0.0,1.0,0.0,1.0,0.0,0.0,0.0
93,0,20981.23,121771.36,11,3,0,3,6,0.02,20.173085,10.397695,0.0,20.133179000000002,2.833016,31.16317907,31.19308507,8898.2,8898.2,0.0,3.0,3.0,1.0,0.9
94,0,129.61,26178.65,3,11,0,5,2,0.0,249.812075,32.977228000000004,10.0,359.0,240.576616,721.7298479,362.7495057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0,0.0,0.0,1,1,0,1,1,0.732876,0.732876,0.732876,0.7316159999999999,0.7316159999999999,0.7316159999999999,0.7316159999999999,0.732876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0,5.88,0.42,3,2,0,2,3,560.184406,1440.815594,1000.5,0.6064,1478.589443,666.999528,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0,21.65,0.0,3,1,0,1,3,101.0,101.0,101.0,1.093799,72.122019,33.666149,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0,31239.32,984.92,8,2,0,2,4,1.0,2.0,1.5,0.0,2.0,0.34,2.72,3.0,18084.16229,9499.0,0.0,1.0,6.0,8.0,0.0
99,0,997.32,84555.41,4,4,0,3,3,0.0,2.995,1.31125,2.2,2.983505,2.591529,10.36611622,5.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,9.02,12.37,59,34,0,8,52,0.0,49.99952800000001,3.4551580000000004,0.0,44.770872,1.990643,117.44796370000002,117.47536299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,3.62,0.0,3,2,0,2,3,437.511331,1563.4886689999994,1000.5,2.000775,1948.785673,666.999528,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0,15.48,0.0,3,1,0,1,3,101.0,101.0,101.0,9.999496,64.618386,33.666149,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0,63819.21,336.67,8,2,0,2,5,0.006845,1.595,0.800922,1e-05,1.5,0.45838100000000004,3.6670494010000003,1.6018449,834.17353,0.0,0.0,0.0,9.0,11.0,0.0
104,0,161.67,0.04,2,2,0,2,2,24.612212,76.387788,50.5,2.4845,98.514516,50.499508,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0,5.05,0.0,4,2,0,2,3,497.549392,1503.450608,1000.5,1.0,1423.0022720000006,500.249528,2000.9981129999999,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0,157.32,0.0,2,1,0,1,2,101.0,101.0,101.0,1.041843,99.957172,50.499508,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0,36.98,0.0,2,1,0,1,2,30.0,30.0,30.0,10.673034,19.325958,14.999495999999999,29.998991999999998,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0,3.21,0.38,3,2,0,2,3,908.8535039999999,1092.146496,1000.5,0.100592,1366.387436,666.999528,2000.998585,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0,108.58,0.82,3,2,0,2,3,46.981604,54.018395999999996,50.5,4.0,66.74956999999999,33.666165,100.9984936,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,0.0,2336.51,0,98,1,3,0,0.0,1.169411,0.9501,0.0,0.0,0.0,0.0,93.10979582,2.010660203,0.0,0.0,0.0,1.0,1.0,2.0106599999999997
111,0,26.4,620.61,163,217,0,5,2,0.261456,820.0,314.639235,24.499579999999998,8557.988572,418.87490299999996,68276.60921000001,68276.71402,600.0,0.0,0.0,0.0,1.0,1.0,600.0
112,0,3500.97,14465.72,6,55,0,1,4,0.01,1.001431,0.46171999999999996,0.27,6.0,2.128333,12.77,25.39458564,961.7267601,0.0,0.0,0.0,8.0,11.0,0.0
113,0,2809.83,3186.72,58,67,0,12,32,0.0,49.477281,8.303953,0.0,222.627319,9.990969,579.4761972,556.364853,128960.5576,127086.9274,0.0,13.0,17.0,20.0,0.0
114,0,19121.43,11.04,14,2,0,1,9,0.8971,6.6012,3.74915,0.0027489999999999997,1.999359,0.677948,9.49126836,7.4983,0.4517041020000001,0.0,0.0,0.0,3.0,3.0,0.0
115,0,1396.24,1470.58,213,580,0,8,132,0.009918000000000001,1.00563,0.31658400000000003,0.0005,6.6,0.8604860000000001,183.28349519999998,183.6186244,661.7509098999999,0.0,0.0,0.0,7.0,8.0,0.0
116,0,30200.21,109066.9,6,4,0,4,5,0.011290000000000001,21.32,5.418029,0.0016190000000000002,20.893114999999998,3.611791,21.67074448,21.67211742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0,0.0,1426.21,0,159,1,5,0,0.0,1.021547,0.9199799999999999,0.0,0.0,0.0,0.0,146.2768721,2.443222682,0.0,0.0,0.0,2.0,2.0,1.059583
118,0,0.0,0.0,1,1,0,1,1,2.75,2.75,2.75,2.74938,2.74938,2.74938,2.74938,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0,24.47,0.0,3,2,0,2,3,29.231127,71.768873,50.5,2.0,75.450249,33.666159,100.99847700000001,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0,1449.95,556.53,191,438,0,4,3,0.0021780000000000002,4.504509,0.696882,0.0,6.102257,1.5975540000000001,305.132883,305.23433339999997,5336.862638000001,5258.500016,0.0,1.0,6.0,6.0,0.0
121,0,5.13,3733.57,34,34,0,1,34,0.103256,1.000945,0.385352,0.102815,1.000504,0.384883,13.086019699999998,13.10198159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0,0.0,27224.25,0,13,1,5,0,0.45205500000000004,3.8098300000000003,1.33857,0.0,0.0,0.0,0.0,17.40140661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0,24.86,0.23,3,2,0,2,3,39.560241999999995,61.439758,50.5,5.836762,53.027954,33.666163,100.998488,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0,20.87,0.0,3,1,0,1,3,101.0,101.0,101.0,1.202016,97.33775899999999,33.666149,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0,6.0,37680.11,7,8,0,4,1,0.11,58.75344499999999,9.842931,0.129412,58.75575300000001,11.24715,78.73005157,78.74344479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0,155.16,0.0,2,1,0,1,2,101.0,101.0,101.0,0.2,100.79901600000001,50.499508,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,13.6,0.0,3,1,0,1,3,101.0,101.0,101.0,0.05,54.580681999999996,33.666149,100.998446,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0,364.17,230.02,682,557,0,554,170,0.019415,49.749538,1.220148,0.006532,18.230356,0.995851,679.1706318,679.6224223999999,7.566596724,0.0,0.0,0.0,1.0,1.0,7.566597
129,0,1.97,1332.65,2,2,0,2,1,53.995,538.205,296.1,53.994443000000004,538.204468,296.0994560000001,592.1989110000002,592.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0,8197.19,3055.47,98,47,0,18,40,0.0,153.99,20.405141,0.0,200.0,11.861400999999999,1162.4172529999996,959.0416392999999,893275.1803,893227.0201,0.0,20.0,27.0,31.0,0.0
131,0,0.0,0.0,1,1,0,1,1,4.995,4.995,4.995,4.98,4.98,4.98,4.98,4.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0,1.97,0.0,3,2,0,2,3,439.322618,1561.677382,1000.5,1.3716,1891.665334,666.9993900000002,2000.9981690000002,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0,161.06,0.63,2,2,0,2,2,11.072192,89.927808,50.5,2.660313,98.33870300000001,50.499508,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0,5.95,123984.24,6,6,0,5,2,2.802,8.58,5.843667,2.8004759999999997,8.575714999999999,5.84204,35.05224153,35.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0,93612.1,10060.62,2,80,0,3,1,0.0003,0.133269,0.098978,0.078168,7.838697,3.9584330000000003,7.916865339,7.918215339,0.590491666,0.0,0.0,0.0,1.0,1.0,0.590492
136,0,5.75,8482.58,18,18,0,7,1,0.43,15.5,5.466667,0.429384,15.499386999999999,5.465914,98.38644845,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0,5.66,16246.22,11,11,0,11,1,0.37554899999999997,2.29385,1.018111,0.375314,2.29327,1.017056,11.18761414,11.19922425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0,72100.0,10243.09,13,8,0,4,8,0.1,306.0,131.189784,0.0,600.0,80.696,1049.048,1049.5182710000001,25663.33033,5836.970119,0.0,1.0,16.0,20.0,0.0
139,0,163.02,0.94,2,2,0,2,2,32.780812,68.219188,50.5,0.001982,100.997034,50.499508,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0,162.38,0.63,2,2,0,2,2,48.19835,52.80165,50.5,0.005731,100.993285,50.499508,100.9990158,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0,132551.76,47103.98,6,3,0,3,3,0.0,5.0,2.744752,0.0,4.9,2.171335,13.02800825,8.23425725,7557251.085,24683.49502,0.0,3.0,5.0,6.0,0.0
