FLAG,Avg min between sent tnx,Avg min between received tnx,Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,total Ether sent,total ether received, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq rec contract addr, ERC20 min val rec
1,0.9246346701496653,0.0,0.4239239239239239,0.16016016016016016,0.0,0.19119119119119118,0.34034034034034033,0.7787787787787788,0.44144144144144143,0.6076076076076076,0.5585585585585585,0.46984259098023745,0.5237691277457646,0.39761043069400087,0.27927927927927926,0.6261261261261262,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.8923923923923924
0,0.49200582262722814,0.0,0.637137137137137,0.16016016016016016,0.0,0.19119119119119118,0.7932932932932932,0.924924924924925,0.8523523523523524,0.9069069069069069,0.7727727727727727,0.7157813304823726,0.7602602602602603,0.6676676676676676,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.668649979482971,0.3648222398222397,0.4239239239239239,0.34234234234234234,0.0,0.4294294294294294,0.5540540540540541,0.8052013004990711,0.7960360941941541,0.8178178178178178,0.6393256880754545,0.8706151113263245,0.9049049049049049,0.7867867867867868,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.539561635317892,0.0,0.5515515515515516,0.16016016016016016,0.0,0.19119119119119118,0.7057057057057057,0.924924924924925,0.8523523523523524,0.9069069069069069,0.9305658235208757,0.7567471245015073,0.8028028028028028,0.6981981981981982,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6261261261261262,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.8923923923923924
0,0.6521059818357118,0.38107815463597244,0.4239239239239239,0.34234234234234234,0.0,0.4294294294294294,0.5540540540540541,0.8605214735326617,0.7398333592627233,0.8178178178178178,0.5921731050524882,0.8759939744479781,0.8723723723723724,0.7542542542542543,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.853760039189444,0.4852907025669416,0.7447447447447447,0.9424547624547625,0.0,0.4294294294294294,0.34034034034034033,0.5055055055055055,0.5812378379241583,0.6220080869952156,0.7149498818329352,0.9318664147443695,0.9507432858383562,0.9154928397977915,0.9113156917212765,0.8253760282121462,0.0,0.0,0.0,0.8208208208208208,0.8178178178178178,0.8633633633633634
0,0.0,0.0,0.2842842842842843,0.16016016016016016,0.0,0.19119119119119118,0.34034034034034033,0.7555241857114565,0.37455945886060044,0.5270859060138608,0.8437486978121344,0.41634666699560696,0.529421347112941,0.3538819164123433,0.23087199689632723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5153105764848772,0.0,0.5515515515515516,0.16016016016016016,0.0,0.19119119119119118,0.7057057057057057,0.924924924924925,0.8523523523523524,0.9069069069069069,0.933937545003987,0.7504807454912695,0.8028028028028028,0.6981981981981982,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.6316324264979272,0.0,0.9094094094094094,0.9289289289289289,0.5830830830830831,0.0,0.0,0.21856180587833834,0.2075661212548051,0.0,0.0,0.0,0.0,0.5413179395087127,0.7537059216414834,0.0,0.0,0.0,0.8208208208208208,0.8178178178178178,0.0
0,0.0,0.9302362952877921,0.0,0.44294294294294295,0.9289289289289289,0.5830830830830831,0.0,0.0,0.6487647577063533,0.6676302128294598,0.0,0.0,0.0,0.0,0.4504942837715126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.977814874504298,0.5104650801889236,0.7777777777777777,0.5165165165165165,0.0,0.7357357357357357,0.8508508508508509,0.37703309089423687,0.2893735187537017,0.2662951059147031,0.0,0.3153153153153153,0.30517426169074674,0.38525259632611936,0.24254411605994206,0.8667638890743674,0.9027361684996424,0.0,0.9224224224224224,0.9084084084084084,0.9169169169169169,0.0
0,0.4460419566092536,0.38241275294804605,0.9989601532257081,0.48348348348348347,0.999388420384676,0.19119119119119118,0.994263649788246,0.7897897897897898,0.7057057057057057,0.75861663628032,0.0,0.0,0.0,0.0,0.6306306306306306,0.949965557337303,0.9578019555816663,0.0,0.9990396010605443,0.9991568885527243,0.5645645645645645,0.0
0,0.5335335335335335,0.0,0.5515515515515516,0.16016016016016016,0.0,0.19119119119119118,0.7057057057057057,0.924924924924925,0.8523523523523524,0.9069069069069069,0.7727727727727727,0.7888491111708619,0.8028028028028028,0.6981981981981982,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5032032032032032,0.0,0.637137137137137,0.16016016016016016,0.0,0.19119119119119118,0.7932932932932932,0.924924924924925,0.8523523523523524,0.9069069069069069,0.38738738738738737,0.7360214207427531,0.7602602602602603,0.6676676676676676,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5163731484486201,0.0,0.5515515515515516,0.16016016016016016,0.0,0.19119119119119118,0.7057057057057057,0.924924924924925,0.8523523523523524,0.9069069069069069,0.7186480067676891,0.7873979038100736,0.8028028028028028,0.6981981981981982,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.8379139397220208,0.0,0.5905905905905906,0.9289289289289289,0.4294294294294294,0.0,0.0,0.9299299961519776,0.9540131800818811,0.0,0.0,0.0,0.0,0.915381308065284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.9473481514614428,0.0,0.7637637637637638,0.16016016016016016,0.0,0.19119119119119118,0.7057057057057057,0.5175175175175175,0.10710710710710711,0.12912912912912913,0.0,0.23453002053465014,0.22074027668877955,0.23102240467308918,0.10010010010010009,0.53982887111736,0.8417393282754096,0.0,0.9064064064064064,0.7277277277277278,0.5645645645645645,0.0
0,0.8884026280871588,0.778107192451944,0.8908908908908909,0.6871871871871872,0.0,0.8793793793793794,0.9279279279279279,0.4129171233728004,0.44811302617739646,0.3434178110622306,0.0,0.4812678362176973,0.2848406241722559,0.49764202374262656,0.39042694087374125,0.9480588384056065,0.954796695586247,0.0,0.9936104675221686,0.964964964964965,0.960960960960961,0.0
0,0.8239858773598331,0.7336938955326231,0.9513667079602252,0.6871871871871872,0.0,0.7357357357357357,0.9279279279279279,0.0,0.41291291291291293,0.3340259260390232,0.0,0.502002002002002,0.2729499331136338,0.592505348660801,0.3834233261949854,0.8982197476539671,0.9217061368830776,0.0,0.9319319319319319,0.8918918918918919,0.94994994994995,0.0
0,0.8167764660293328,0.9901948779835461,0.7777777777777777,0.5905905905905906,0.0,0.8343343343343343,0.8888888888888888,0.28959955156086814,0.3377818948352321,0.22990974977771952,0.3694862334832685,0.3857551646855294,0.2951210005183656,0.3734522661690807,0.2530033917956868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.892257835573937,0.9847568607092728,0.8458458458458458,0.57007007007007,0.0,0.5830830830830831,0.9169169169169169,0.2997997997997998,0.43812716415116004,0.4136704111562281,0.0,0.34684684684684686,0.3120225221141668,0.4652319732899058,0.3337687561920632,0.916209124570187,0.8913109086201225,0.0,0.9459459459459459,0.9394394394394394,0.9364364364364364,0.0
0,0.5198253546998592,0.0,0.5515515515515516,0.16016016016016016,0.0,0.19119119119119118,0.7057057057057057,0.924924924924925,0.8523523523523524,0.9069069069069069,0.8809744712426546,0.7207193143384311,0.8028028028028028,0.6981981981981982,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.8484869152567416,0.8396858923568759,0.5515515515515516,0.8018018018018018,0.0,0.5830830830830831,0.7057057057057057,0.3539911142526469,0.5025025025025025,0.33890978831178814,0.911049834514315,0.626647396942972,0.7045056787548849,0.5905086166590631,0.5154162444488192,0.8645126962779169,0.0,0.0,0.0,0.8918918918918919,0.8973973973973974,0.0
0,0.38313313313313313,0.37425232035537764,0.9938090501076504,0.9893006316893631,0.0,0.9955634370493462,0.9979093025020909,0.0,0.9924937028610115,0.7468190350964002,0.38738738738738737,0.9973076008719154,0.7347294013749882,0.9950188381756684,0.9940204115419461,0.999006997284541,0.9391295588595678,0.0,0.954954954954955,0.9940116598594846,0.9980468970131541,0.0
0,0.9820782282751765,0.7618050414561736,0.6691691691691691,0.8558558558558559,0.0,0.8343343343343343,0.7057057057057057,0.2680528227857683,0.9904251008732414,0.9485280444361813,0.7727727727727727,0.9942710599726182,0.998882991839259,0.9844927008774444,0.9824671347689157,0.9263220628199429,0.0,0.0,0.0,0.9584584584584585,0.964964964964965,0.0
0,0.7970026931510416,0.8523234414364598,0.8568568568568569,0.8398398398398398,0.0,0.19119119119119118,0.8808808808808808,0.35935935935935936,0.2650120252137314,0.1837429522402765,0.41631481493397215,0.3722832543262183,0.3403573323367761,0.5235210067309766,0.4212819116116777,0.7982982982982982,0.0,0.0,0.0,0.5635635635635636,0.7282282282282282,0.0
1,0.0,0.5120260764041966,0.0,0.8238238238238238,0.9289289289289289,0.924924924924925,0.0,0.0,0.6706422611240896,0.5689735084469121,0.0,0.0,0.0,0.0,0.822564724702641,0.954657076665032,0.0,1.0,0.0,0.5635635635635636,0.7282282282282282,0.0
0,0.0,0.5365032671893967,0.0,0.9526000724026449,0.9289289289289289,0.5830830830830831,0.0,0.0,0.29808761609141904,0.39427572893727847,0.0,0.0,0.0,0.0,0.8696440007499425,0.6831899178940852,0.0,0.0,0.0,0.7917917917917918,0.7897897897897899,0.816846512931804
0,0.9775960873532046,0.6547168222896561,0.7917917917917918,0.6261261261261262,0.0,0.5830830830830831,0.8628628628628628,0.48494166788305343,0.5826279922097097,0.6817240908375767,0.0,0.6836836836836837,0.6336173494092743,0.6542769991580794,0.6170249892709881,0.9362620733108659,0.9198388278043282,0.0,0.9319319319319319,0.964964964964965,0.970970970970971,0.0
0,0.7663485790064297,0.4305712253334692,0.9695273996535185,0.6781781781781782,0.0,0.8973973973973974,0.8628628628628628,0.48568324349894404,0.6149802540172866,0.6109485818228351,0.0,0.6226226226226226,0.2692911547919803,0.6459739728862269,0.5855782932732816,0.9343537448635668,0.951478539058303,0.0,0.9224224224224224,0.8918918918918919,0.8688688688688688,0.0
0,0.0,0.7288255530568519,0.0,0.8093093093093093,0.9289289289289289,0.8118118118118118,0.0,0.0,0.43521650228371656,0.39370890684601373,0.0,0.0,0.0,0.0,0.5546170399811501,0.6810482272772471,0.0,0.0,0.0,0.7277277277277278,0.7282282282282282,0.8601194679151698
0,0.0,0.5935457171588567,0.0,0.8838838838838838,0.9289289289289289,0.4294294294294294,0.0,0.0,0.19820973006451825,0.20755763676348307,0.0,0.0,0.0,0.0,0.5178227458080944,0.5848608466511761,0.0,0.0,0.0,0.7277277277277278,0.7282282282282282,0.7970348745289337
0,0.7031031031031031,0.0,0.4239239239239239,0.16016016016016016,0.0,0.19119119119119118,0.5540540540540541,0.924924924924925,0.8523523523523524,0.9069069069069069,0.8080801357953811,0.843893493725987,0.8723723723723724,0.7542542542542543,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49649649649649646,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.0
0,0.0,0.0,0.2842842842842843,0.16016016016016016,0.0,0.19119119119119118,0.34034034034034033,0.7897897897897898,0.47597597597597596,0.632132132132132,0.9019070193295757,0.4972062300946957,0.6256515707769084,0.41686495163415466,0.30180180180180183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.2842842842842843,0.16016016016016016,0.0,0.19119119119119118,0.34034034034034033,0.7897897897897898,0.47597597597597596,0.632132132132132,0.9039171237370673,0.49946349600394785,0.6266706029870889,0.4184269551579493,0.30180180180180183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.6633944405671582,0.0,0.8373373373373374,0.9289289289289289,0.6726726726726726,0.0,0.0,0.27405595751993644,0.253116522353215,0.0,0.0,0.0,0.0,0.5099648750460362,0.5875283671035255,0.0,0.0,0.0,0.7277277277277278,0.7282282282282282,0.8273512712215711
0,0.0,0.5960748407017303,0.0,0.8808808808808809,0.9289289289289289,0.6726726726726726,0.0,0.0,0.545045045045045,0.3309920766726901,0.0,0.0,0.0,0.0,0.6183599003003318,0.5935920897755992,0.0,0.0,0.0,0.7277277277277278,0.7282282282282282,0.8330701955956051
1,0.0,0.0,0.2842842842842843,0.16016016016016016,0.0,0.19119119119119118,0.34034034034034033,0.4794794794794795,0.09758021748922997,0.11301969837929425,0.5175175175175175,0.22917432246697386,0.24007011771775943,0.22608828788554483,0.09309309309309309,0.7257257257257257,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.9544544544544544
0,0.0,0.6028237146049353,0.0,0.9672145096638488,0.9289289289289289,0.9189189189189189,0.0,0.0,0.9951845973187807,0.855894847708277,0.0,0.0,0.0,0.0,0.9905868020895321,0.8227549416376169,0.0,0.0,0.0,0.8463463463463463,0.8413413413413413,0.0
0,0.0,0.0,0.2842842842842843,0.16016016016016016,0.0,0.19119119119119118,0.34034034034034033,0.8198474084916044,0.5965965965965966,0.7191881154489516,0.9572008031480815,0.6015950458439102,0.715468573090524,0.5039639439216078,0.39521697458666266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.0,0.0,0.16016016016016016,0.0,0.19119119119119118,0.0,0.5946480610908645,0.1393821628904053,0.194380522918215,0.0,0.0,0.0,0.0,0.12020035271629309,0.760526459501859,0.0,0.0,0.0,0.8648648648648649,0.8568568568568569,0.0
0,0.5885112278017456,0.6846194365477836,0.9674848761805283,0.9611249021060899,0.0,0.7357357357357357,0.7057057057057057,0.3561058553543522,0.48757614252731896,0.4759833111350493,0.6612973380664626,0.5079393740251794,0.49462270151335147,0.902962628635569,0.8968314360109695,0.773036597487699,0.0,0.0,0.0,0.7277277277277278,0.7282282282282282,0.9233329225966083
0,0.9951435052600737,0.9752160138767776,0.6691691691691691,0.44294294294294295,0.0,0.5830830830830831,0.8188188188188188,0.5457334107443804,0.1511497566842764,0.1721532242591441,0.0,0.24351233568267208,0.23542685981725658,0.25144334958090947,0.1533878807033418,0.8386958238745661,0.8681098937413094,0.0,0.8673673673673674,0.9154154154154154,0.9114114114114114,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49649649649649646,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.0
0,0.3783783783783784,0.30380380380380384,0.5515515515515516,0.34234234234234234,0.0,0.4294294294294294,0.7057057057057057,0.9789154758149424,0.9686225890138234,0.977977977977978,0.575144763934461,0.9652259254649334,0.9819819819819819,0.9454454454454455,0.9384384384384384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.8695763422970688,0.8803975163913589,0.8098098098098099,0.7092092092092092,0.0,0.9189189189189189,0.9014014014014013,0.0,0.4977122784494586,0.2982193709026111,0.0,0.37564029118888553,0.32533282835176125,0.4400732562511256,0.37484457769271495,0.8558706702020363,0.8942031437369218,0.0,0.8673673673673674,0.9154154154154154,0.9294294294294294,0.0
0,0.0,0.8597934444252218,0.0,0.652152152152152,0.9289289289289289,0.7802802802802803,0.0,0.0,0.9009042460134652,0.7545254831298133,0.0,0.0,0.0,0.0,0.8469027351321455,0.6792959591592636,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.9270904380146221
0,0.7628285472310286,0.5524092954289468,0.8623623623623624,0.957750295569695,0.0,0.6726726726726726,0.9259259259259259,0.22847156437553434,0.38615214453538615,0.2607862814537529,0.0,0.6299887584199215,0.6364675953484045,0.8559446779698767,0.8395693133296046,0.9245121007097631,0.8538534167335872,0.0,0.9064064064064064,0.9279279279279279,0.9334334334334334,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49649649649649646,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.0
0,0.6088976269273667,0.42252605175680114,0.9960732369758075,0.9736032830718931,0.0,0.4294294294294294,0.9969059892340894,0.8068068068068068,0.9604688841029253,0.859867446398049,0.0,0.9629411576399144,0.6815760142194425,0.9945953494982572,0.9932850984915731,0.9419417799052953,0.0,0.0,0.0,0.9524524524524525,0.9594594594594594,0.0
0,0.0,0.0,0.2842842842842843,0.16016016016016016,0.0,0.19119119119119118,0.34034034034034033,0.5586480438472311,0.12410711662993551,0.15986157281458924,0.5913641904321533,0.251802918413687,0.28519680442227013,0.2445352313313828,0.1116682124894935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5291958625291958,0.959002939539564,0.6901901901901901,0.57007007007007,0.0,0.4294294294294294,0.34034034034034033,0.34184184184184185,0.4600889980807661,0.484389873347384,0.5991103679453551,0.4933277452394472,0.5077828858182406,0.4826691275264557,0.3712775906058371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.9679842616263186,0.0,0.637137137137137,0.0,0.0,0.0,0.7057057057057057,0.0,0.0,0.0,0.0,0.2152245992164774,0.21621858402894992,0.2149143885790433,0.0,0.5417623857938824,0.8429641037887546,0.0,0.8673673673673674,0.5635635635635636,0.5645645645645645,0.0
0,0.4694694694694695,0.9374567447104071,0.6691691691691691,0.5455455455455456,0.0,0.7802802802802803,0.34034034034034033,0.5740740740740741,0.3658658658658659,0.41139155729564636,0.7260547577806181,0.40572975209846757,0.46551612565517647,0.43385672043764784,0.31948184787420053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.7289156748783276,0.6907135328481402,0.9291791791791791,0.9129129129129129,0.0,0.7802802802802803,0.7057057057057057,0.21644931358957686,0.4442084581364658,0.3567153669008603,0.38096112173181906,0.47741018459114987,0.40528994461815326,0.825820167677584,0.8004862531373874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49649649649649646,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.0
1,0.0,0.8152741577821669,0.2842842842842843,0.48348348348348347,0.0,0.6726726726726726,0.34034034034034033,0.557636296291767,0.562062062062062,0.6004495494100889,0.9614480195321065,0.6173589314294308,0.7267206770010659,0.5149290690626905,0.4094970884519057,0.7737660567189999,0.0,0.0,0.0,0.7917917917917918,0.7897897897897899,0.0
0,0.0,0.8692086575130741,0.0,0.6086086086086087,0.9289289289289289,0.5830830830830831,0.0,0.0,0.5911206445027485,0.6144020955807545,0.0,0.0,0.0,0.0,0.5332340959748814,0.5608740816504143,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.8000337415999823
0,0.5061575912282033,0.3847424603364128,0.5515515515515516,0.34234234234234234,0.0,0.4294294294294294,0.7057057057057057,0.8503838444185787,0.754770881660623,0.8178178178178178,0.8474972105929064,0.7690987223170846,0.8028028028028028,0.6981981981981982,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.7186295576928629,0.713713580096455,0.9405179290966094,0.9267075830390057,0.0,0.5830830830830831,0.7932932932932932,0.3911715817144044,0.39238070671927316,0.22285398812327062,0.4649546208219592,0.4285903349458321,0.3305974869722704,0.6415854900111526,0.5985449048969088,0.7647647647647648,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.9804804804804805
0,0.0,0.6298073612606051,0.0,0.8708708708708709,0.9289289289289289,0.6726726726726726,0.0,0.0,0.24343032400842732,0.25409052959267675,0.0,0.0,0.0,0.0,0.5561115537129121,0.6000135187488622,0.0,0.0,0.0,0.7277277277277278,0.7282282282282282,0.8430820323862614
0,0.0,0.7367526735907416,0.0,0.8053053053053053,0.9289289289289289,0.6726726726726726,0.0,0.0,0.2881706325230141,0.35842591582217204,0.0,0.0,0.0,0.0,0.5336548870856908,0.5808189211669982,0.0,0.0,0.0,0.7277277277277278,0.7282282282282282,0.7908222490613948
0,0.5643810670049219,0.3083083083083083,0.5515515515515516,0.34234234234234234,0.0,0.4294294294294294,0.7057057057057057,0.8495936839206725,0.7565982690309684,0.8178178178178178,0.8582874081916352,0.7676351503561537,0.8308308308308308,0.7257257257257257,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49649649649649646,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.0
0,0.6498802310490622,0.0,0.4239239239239239,0.16016016016016016,0.0,0.19119119119119118,0.5540540540540541,0.924924924924925,0.8523523523523524,0.9069069069069069,0.4876999875596567,0.884397681468552,0.9049049049049049,0.7867867867867868,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5102297405417762,0.0,0.5515515515515516,0.16016016016016016,0.0,0.19119119119119118,0.7057057057057057,0.924924924924925,0.8523523523523524,0.9069069069069069,0.8497154138181021,0.7953924102558414,0.8028028028028028,0.6981981981981982,0.7062062062062062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.6146040377683368,0.39479879507994076,0.9943479252517453,0.9882927803628522,0.0,0.9951492611313274,0.995938426857443,0.21734337321066333,0.9897760379585713,0.7691111624243215,0.36336336336336333,0.9909748595897891,0.7661012219852417,0.9964627260204625,0.9955749002062267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.8027762216509241,0.7092173405605852,0.7192192192192193,0.6086086086086087,0.0,0.5830830830830831,0.8628628628628628,0.7734084800380273,0.6448643723911378,0.6696763780541183,0.8798375273249657,0.6454262452559221,0.6756356204398929,0.6372245544572644,0.5911072972313174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.4115942705554177,0.2842842842842843,0.34234234234234234,0.0,0.4294294294294294,0.34034034034034033,0.6627225092290908,0.19526269142922587,0.2918718946876608,0.7957957957957957,0.36443532177661453,0.4555437326434604,0.31931931931931934,0.1929992666506255,0.7257257257257257,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.9544544544544544
0,0.0,0.0,0.2842842842842843,0.16016016016016016,0.0,0.19119119119119118,0.34034034034034033,0.7872872872872874,0.464964964964965,0.6296296296296297,0.899191773719126,0.4925136895151252,0.6227382778066964,0.41399564965073654,0.3003003003003003,0.8688825626179518,0.0,0.0,0.0,0.8648648648648649,0.8568568568568569,0.0
0,0.0,0.6607091047982657,0.0,0.9259259259259259,0.9289289289289289,0.8343343343343343,0.0,0.0,0.5750061433309189,0.33833188601315073,0.0,0.0,0.0,0.0,0.8133732235711023,0.5975881129208803,0.0,0.0,0.0,0.7277277277277278,0.7282282282282282,0.7966573363794976
0,0.0,0.6136211844347953,0.0,0.8808808808808809,0.9289289289289289,0.5830830830830831,0.0,0.0,0.1511520037249713,0.16334751134477724,0.0,0.0,0.0,0.0,0.4560105538765139,0.5649350404367588,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.819074175664154
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49649649649649646,0.0,0.0,0.0,0.5635635635635636,0.5645645645645645,0.0
0,0.9472236988777105,0.6235432773814011,0.7777777777777777,0.938938938938939,0.0,0.8343343343343343,0.8728728728728729,0.29003583058554216,0.9139539767176226,0.5326382119104098,0.0,0.9124570351601788,0.7706499740360875,0.8754798348158191,0.883324000122072,0.9175396508989567,0.9301343315598787,0.0,0.8673673673673674,0.9394394394394394,0.9434434434434434,0.0
0,0.0,0.0,0.2842842842842843,0.16016016016016016,0.0,0.19119119119119118,0.34034034034034033,0.7897897897897898,0.47597597597597596,0.632132132132132,0.9033931603476933,0.49874795363596275,0.6266379946653856,0.4183446960984573,0.30180180180180183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.4252159088478868,0.0,0.34234234234234234,0.9289289289289289,0.4294294294294294,0.0,0.7804694669934721,0.46746214961651855,0.6201343794995476,0.0,0.0,0.0,0.0,0.3547011348290991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,0.8079188042253999,0.0,0.7092092092092092,0.9289289289289289,0.8118118118118118,0.0,0.0,0.6843643643643643,0.6215728930298493,0.0,0.0,0.0,0.0,0.620584357235519,0.69174115244697,0.0,0.0,0.0,0.7277277277277278,0.7282282282282282,0.9187074469256442
